"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"2202092","319944","1312","0.0","1","1","","","","",""
"2202066","319944","1306","0.013","1","1","","","","",""
"2202067","319944","1264","0.01","1","1","","","","",""
"2202079","319944","1405","0.0","1","1","","","","",""
"2202087","319944","1334","0.0","1","1","","","","",""
"2202070","319944","1271","0.006","1","1","","","","",""
"2202078","319944","1301","0.019","1","1","","","","",""
"2202059","319944","1265","1.74","1","1","","","","",""
"2202053","319944","2014","0.0","1","1","","","","",""
"2202094","319945","1009","8.0","1","1","","","","",""
"2202097","319946","1004","18.2","1","1","","","","",""
"2202096","319946","1002","1.25","1","1","","","","",""
"2202095","319946","1007","2.12","1","1","","","","",""
"2202098","319946","1051","57.2","1","1","","","","",""
"2202099","319947","1177","49.0","1","1","","","","",""
"2202103","319948","1091","186.0","1","1","","","","",""
"2202106","319948","1089","2.58","1","1","","","","",""
"2202105","319948","1090","82.0","1","1","","","","",""
"2202100","319948","1095","1.46","1","1","","","","",""
"2202101","319948","1093","423.0","1","1","","","","",""
"2202107","319948","1098","0.379","1","1","","","","",""
"2202102","319948","1092","317.0","1","1","","","","",""
"2202108","319948","1087","48.0","1","1","","","","",""
"2202104","319948","1101","1.16","1","1","","","","",""
"2202109","319949","1166","0.13","1","1","","","","",""
"2202110","319950","1167","1.02","1","1","","","","",""
"2202111","319951","1079","5.5","1","1","","","","",""
"2202112","319952","1165","0.16","1","1","","","","",""
"2202113","319953","1175","0.16","1","1","","","","",""
"2202115","319954","1183","0.0","1","1","","","","",""
"2202116","319954","1184","0.0","1","1","","","","",""
"2202114","319954","1185","23.3","1","1","","","","",""
"2202118","319955","1197","1.1","1","1","","","","",""
"2202119","319955","1198","0.2","1","1","","","","",""
"2202123","319955","1195","23.0","1","1","","","","",""
"2202122","319955","1196","0.2","1","1","","","","",""
"2202121","319955","1194","22.3","1","1","","","","",""
"2202117","319955","1180","46.6","1","1","","","","",""
"2202120","319955","1199","0.0","1","1","","","","",""
"2202128","319956","1127","2.09","1","1","","","","",""
"2202127","319956","1126","10.8","1","1","","","","",""
"2202131","319956","1131","0.0","1","1","","","","",""
"2202126","319956","1129","0.0","1","1","","","","",""
"2202125","319956","1128","0.0","1","1","","","","",""
"2202124","319956","1125","0.35","1","1","","","","",""
"2202130","319956","1109","1.4","1","1","","","","",""
"2202129","319956","1130","0.0","1","1","","","","",""
"2202132","319957","1162","0.0","1","1","","","","",""
"2202154","319965","1406","0.0","1","1","","","","",""
"2202143","319965","1271","0.003","1","1","","","","",""
"2202170","319965","1267","0.083","1","1","","","","",""
"2202167","319965","1265","1.05","1","1","","","","",""
"2202137","319965","1300","0.006","1","1","","","","",""
"2202135","319965","2012","0.117","1","1","","","","",""
"2202146","319965","1261","0.0","1","1","","","","",""
"2202174","319965","1301","0.02","1","1","","","","",""
"2202134","319965","2014","0.004","1","1","","","","",""
"2202155","319965","1305","0.0","1","1","","","","",""
"2202136","319965","1303","0.0","1","1","","","","",""
"2202141","319965","1304","0.004","1","1","","","","",""
"2202151","319965","2019","0.0","1","1","","","","",""
"2202162","319965","1263","0.0","1","1","","","","",""
"2202142","319965","1311","0.003","1","1","","","","",""
"2202169","319965","1266","0.478","1","1","","","","",""
"2202158","319965","1278","0.0","1","1","","","","",""
"2202160","319965","1280","0.0","1","1","","","","",""
"2202159","319965","1411","0.0","1","1","","","","",""
"2202148","319965","1335","0.0","1","1","","","","",""
"2202140","319965","1299","0.004","1","1","","","","",""
"2202172","319965","1314","0.027","1","1","","","","",""
"2202150","319965","1312","0.011","1","1","","","","",""
"2202147","319965","1262","0.0","1","1","","","","",""
"2202144","319965","1259","0.0","1","1","","","","",""
"2202139","319965","1313","0.005","1","1","","","","",""
"2202138","319965","1323","0.005","1","1","","","","",""
"2202166","319965","1316","4.78","1","1","","","","",""
"2202145","319965","1260","0.0","1","1","","","","",""
"2202171","319965","1273","0.031","1","1","","","","",""
"2202153","319965","1414","0.0","1","1","","","","",""
"2202157","319965","1334","0.0","1","1","","","","",""
"2202164","319965","1264","0.008","1","1","","","","",""
"2202163","319965","1306","0.008","1","1","","","","",""
"2202168","319965","1404","0.6","1","1","","","","",""
"2202149","319965","1333","0.0","1","1","","","","",""
"2202165","319965","1315","6.93","1","1","","","","",""
"2202133","319965","2009","0.0","1","1","","","","",""
"2202152","319965","1276","0.0","1","1","","","","",""
"2202156","319965","1405","0.0","1","1","","","","",""
"2202161","319965","1272","0.0","1","1","","","","",""
"2202173","319965","1321","0.023","1","1","","","","",""
"2202175","319966","1009","8.8","1","1","","","","",""
"2202176","319967","1007","1.73","1","1","","","","",""
"2202178","319967","1004","14.8","1","1","","","","",""
"2202177","319967","1002","1.11","1","1","","","","",""
"2202179","319967","1051","60.6","1","1","","","","",""
"2202180","319968","1177","13.0","1","1","","","","",""
"2202181","319969","1103","32.3","1","1","","","","",""
"2202185","319970","1091","145.0","1","1","","","","",""
"2202188","319970","1089","1.87","1","1","","","","",""
"2202183","319970","1093","450.0","1","1","","","","",""
"2202187","319970","1090","65.1","1","1","","","","",""
"2202189","319970","1098","0.319","1","1","","","","",""
"2202190","319970","1087","26.0","1","1","","","","",""
"2202184","319970","1092","231.0","1","1","","","","",""
"2202186","319970","1101","0.824","1","1","","","","",""
"2202182","319970","1095","1.26","1","1","","","","",""
"2202191","319971","1166","0.1","1","1","","","","",""
"2202192","319972","1167","0.88","1","1","","","","",""
"2202193","319973","1079","5.7","1","1","","","","",""
"2202194","319974","1165","0.12","1","1","","","","",""
"2202195","319975","1175","0.15","1","1","","","","",""
"2202200","319976","1126","7.68","1","1","","","","",""
"2202202","319976","1130","0.0","1","1","","","","",""
"2202199","319976","1129","0.0","1","1","","","","",""
"2202197","319976","1109","1.51","1","1","","","","",""
"2202203","319976","1131","0.0","1","1","","","","",""
"2202198","319976","1128","0.0","1","1","","","","",""
"2202201","319976","1127","0.28","1","1","","","","",""
"2202196","319976","1125","0.22","1","1","","","","",""
"2202204","319977","1162","0.0","1","1","","","","",""
"2202206","319981","1002","1.04","1","1","","","","",""
"2202205","319981","1007","1.91","1","1","","","","",""
"2202207","319981","1004","11.9","1","1","","","","",""
"2202208","319981","1051","65.6","1","1","","","","",""
"2202209","319982","1170","0.3","1","1","","","","",""
"2202217","319983","1095","1.17","1","1","","","","",""
"2202213","319983","1089","2.69","1","1","","","","",""
"2202216","319983","1093","440.0","1","1","","","","",""
"2202214","319983","1098","0.27","1","1","","","","",""
"2202212","319983","1090","56.6","1","1","","","","",""
"2202215","319983","1087","32.0","1","1","","","","",""
"2202211","319983","1101","0.785","1","1","","","","",""
"2202210","319983","1091","134.0","1","1","","","","",""
"2202218","319983","1092","271.0","1","1","","","","",""
"2202239","319991","1301","0.028","1","1","","","","",""
"2202254","319991","1299","0.004","1","1","","","","",""
"2202232","319991","1405","0.0","1","1","","","","",""
"2202223","319991","1272","0.0","1","1","","","","",""
"2202228","319991","1276","0.0","1","1","","","","",""
"2202226","319991","1303","0.0","1","1","","","","",""
"2202225","319991","1333","0.0","1","1","","","","",""
"2202257","319991","1311","0.0","1","1","","","","",""
"2202241","319991","1316","4.99","1","1","","","","",""
"2202245","319991","1267","0.083","1","1","","","","",""
"2202235","319991","1280","0.0","1","1","","","","",""
"2202231","319991","1305","0.0","1","1","","","","",""
"2202256","319991","1271","0.003","1","1","","","","",""
"2202255","319991","1304","0.004","1","1","","","","",""
"2202233","319991","1334","0.0","1","1","","","","",""
"2202240","319991","1315","6.95","1","1","","","","",""
"2202227","319991","2019","0.0","1","1","","","","",""
"2202249","319991","1306","0.009","1","1","","","","",""
"2202219","319991","2009","0.0","1","1","","","","",""
"2202247","319991","1314","0.023","1","1","","","","",""
"2202246","319991","1321","0.029","1","1","","","","",""
"2202248","319991","1312","0.01","1","1","","","","",""
"2202234","319991","1278","0.0","1","1","","","","",""
"2202251","319991","1300","0.007","1","1","","","","",""
"2202242","319991","1265","1.05","1","1","","","","",""
"2202220","319991","2012","0.126","1","1","","","","",""
"2202243","319991","1404","0.612","1","1","","","","",""
"2202253","319991","1313","0.006","1","1","","","","",""
"2202250","319991","1264","0.008","1","1","","","","",""
"2202252","319991","1323","0.006","1","1","","","","",""
"2202258","319991","1259","0.0","1","1","","","","",""
"2202260","319991","1273","0.036","1","1","","","","",""
"2202244","319991","1266","0.493","1","1","","","","",""
"2202237","319991","1261","0.0","1","1","","","","",""
"2202230","319991","1406","0.0","1","1","","","","",""
"2202229","319991","1414","0.0","1","1","","","","",""
"2202224","319991","1263","0.0","1","1","","","","",""
"2202222","319991","1262","0.0","1","1","","","","",""
"2202259","319991","1260","0.0","1","1","","","","",""
"2202236","319991","1411","0.0","1","1","","","","",""
"2202221","319991","2014","0.0","1","1","","","","",""
"2202238","319991","1335","0.0","1","1","","","","",""
"2202261","319992","1009","8.0","1","1","","","","",""
"2202264","319993","1004","15.2","1","1","","","","",""
"2202265","319993","1051","60.5","1","1","","","","",""
"2202262","319993","1007","1.99","1","1","","","","",""
"2202263","319993","1002","1.09","1","1","","","","",""
"2202266","319994","1177","18.0","1","1","","","","",""
"2202267","319995","1170","0.26","1","1","","","","",""
"2202269","319996","1095","1.46","1","1","","","","",""
"2202271","319996","1092","267.0","1","1","","","","",""
"2202273","319996","1101","1.04","1","1","","","","",""
"2202268","319996","1098","0.34","1","1","","","","",""
"2202274","319996","1089","2.03","1","1","","","","",""
"2202270","319996","1093","452.0","1","1","","","","",""
"2202275","319996","1087","28.0","1","1","","","","",""
"2202272","319996","1091","160.0","1","1","","","","",""
"2202276","319996","1090","74.4","1","1","","","","",""
"2202277","319997","1166","0.12","1","1","","","","",""
"2202278","319998","1167","0.85","1","1","","","","",""
"2202282","319999","1013","0.0","1","1","","","","",""
"2202283","319999","1014","0.0","1","1","","","","",""
"2202284","319999","1075","0.0","1","1","","","","",""
"2202280","319999","1012","0.0","1","1","","","","",""
"2202279","319999","1010","0.0","1","1","","","","",""
"2202281","319999","1011","0.0","1","1","","","","",""
"2202285","320000","1079","5.5","1","1","","","","",""
"2202286","320001","1165","0.13","1","1","","","","",""
"2202287","320002","1175","0.11","1","1","","","","",""
"2202290","320003","1129","0.0","1","1","","","","",""
"2202291","320003","1126","8.4","1","1","","","","",""
"2202289","320003","1128","0.0","1","1","","","","",""
"2202288","320003","1125","0.22","1","1","","","","",""
"2202292","320003","1127","0.33","1","1","","","","",""
"2202294","320003","1109","1.62","1","1","","","","",""
"2202293","320003","1130","0.0","1","1","","","","",""
"2202295","320003","1131","0.0","1","1","","","","",""
"2202296","320004","1162","0.0","1","1","","","","",""
"2202303","320011","1334","0.0","1","1","","","","",""
"2202314","320011","1301","0.03","1","1","","","","",""
"2202298","320011","2012","0.119","1","1","","","","",""
"2202335","320011","2019","0.0","1","1","","","","",""
"2202306","320011","1280","0.0","1","1","","","","",""
"2202338","320011","1312","0.008","1","1","","","","",""
"2202329","320011","1261","0.0","1","1","","","","",""
"2202333","320011","1333","0.0","1","1","","","","",""
"2202302","320011","1316","5.76","1","1","","","","",""
"2202330","320011","1262","0.0","1","1","","","","",""
"2202318","320011","1300","0.01","1","1","","","","",""
"2202313","320011","1273","0.062","1","1","","","","",""
"2202328","320011","1260","0.0","1","1","","","","",""
"2202319","320011","1323","0.01","1","1","","","","",""
"2202331","320011","1335","0.0","1","1","","","","",""
"2202311","320011","1404","0.411","1","1","","","","",""
"2202305","320011","1411","0.0","1","1","","","","",""
"2202325","320011","1299","0.003","1","1","","","","",""
"2202326","320011","1311","0.003","1","1","","","","",""
"2202323","320011","1313","0.005","1","1","","","","",""
"2202321","320011","1264","0.008","1","1","","","","",""
"2202297","320011","2009","0.0","1","1","","","","",""
"2202334","320011","1303","0.0","1","1","","","","",""
"2202309","320011","1406","0.0","1","1","","","","",""
"2202332","320011","1263","0.0","1","1","","","","",""
"2202322","320011","1405","0.0","1","1","","","","",""
"2202300","320011","1315","8.73","1","1","","","","",""
"2202307","320011","1272","0.0","1","1","","","","",""
"2202316","320011","1314","0.026","1","1","","","","",""
"2202315","320011","1321","0.027","1","1","","","","",""
"2202299","320011","2014","0.004","1","1","","","","",""
"2202336","320011","1276","0.0","1","1","","","","",""
"2202310","320011","1271","0.005","1","1","","","","",""
"2202304","320011","1278","0.0","1","1","","","","",""
"2202301","320011","1266","0.567","1","1","","","","",""
"2202308","320011","1305","0.0","1","1","","","","",""
"2202312","320011","1267","0.083","1","1","","","","",""
"2202327","320011","1259","0.0","1","1","","","","",""
"2202317","320011","1306","0.017","1","1","","","","",""
"2202337","320011","1414","0.0","1","1","","","","",""
"2202324","320011","1265","1.16","1","1","","","","",""
"2202320","320011","1304","0.009","1","1","","","","",""
"2202339","320012","1009","7.7","1","1","","","","",""
"2202342","320013","1004","18.8","1","1","","","","",""
"2202340","320013","1007","1.93","1","1","","","","",""
"2202341","320013","1002","0.99","1","1","","","","",""
"2202343","320013","1051","59.3","1","1","","","","",""
"2202344","320014","1177","34.0","1","1","","","","",""
"2202349","320015","1091","137.0","1","1","","","","",""
"2202352","320015","1087","30.0","1","1","","","","",""
"2202350","320015","1101","0.941","1","1","","","","",""
"2202353","320015","1090","65.0","1","1","","","","",""
"2202348","320015","1092","239.0","1","1","","","","",""
"2202346","320015","1095","1.25","1","1","","","","",""
"2202345","320015","1098","0.281","1","1","","","","",""
"2202351","320015","1089","2.24","1","1","","","","",""
"2202347","320015","1093","457.0","1","1","","","","",""
"2202354","320016","1166","0.08","1","1","","","","",""
"2202355","320017","1167","0.82","1","1","","","","",""
"2202356","320018","1079","4.9","1","1","","","","",""
"2202357","320019","1165","0.16","1","1","","","","",""
"2202358","320020","1175","0.16","1","1","","","","",""
"2202360","320021","1183","0.0","1","1","","","","",""
"2202361","320021","1184","0.0","1","1","","","","",""
"2202359","320021","1185","11.2","1","1","","","","",""
"2202366","320022","1127","0.26","1","1","","","","",""
"2202363","320022","1128","0.0","1","1","","","","",""
"2202362","320022","1125","0.33","1","1","","","","",""
"2202364","320022","1129","0.0","1","1","","","","",""
"2202367","320022","1130","0.0","1","1","","","","",""
"2202365","320022","1126","6.32","1","1","","","","",""
"2202369","320022","1131","0.0","1","1","","","","",""
"2202368","320022","1109","2.89","1","1","","","","",""
"2202370","320023","1162","0.0","1","1","","","","",""
"2202490","320027","1007","0.67","1","1","","","","",""
"2202491","320027","1004","1.8","1","1","","","","",""
"2202492","320027","1051","89.1","1","1","","","","",""
"2202493","320027","1002","0.54","1","1","","","","",""
"2202495","320028","1111","0.0","1","1","","","","",""
"2202494","320028","1113","0.0","1","1","","","","",""
"2202496","320028","1112","1.2","1","1","","","","",""
"2202497","320029","1253","8.0","1","1","","","","",""
"2202498","320030","1100","35.2","1","1","","","","",""
"2202499","320033","1007","0.68","1","1","","","","",""
"2202500","320033","1004","1.91","1","1","","","","",""
"2202502","320033","1002","0.58","1","1","","","","",""
"2202501","320033","1051","88.4","1","1","","","","",""
"2202504","320034","1111","0.0","1","1","","","","",""
"2202505","320034","1112","1.1","1","1","","","","",""
"2202503","320034","1113","0.0","1","1","","","","",""
"2202506","320035","1253","8.0","1","1","","","","",""
"2202507","320036","1100","23.1","1","1","","","","",""
"2202509","320039","1004","1.92","1","1","","","","",""
"2202508","320039","1007","0.63","1","1","","","","",""
"2202510","320039","1051","89.0","1","1","","","","",""
"2202511","320039","1002","0.53","1","1","","","","",""
"2202514","320040","1112","1.3","1","1","","","","",""
"2202512","320040","1113","0.0","1","1","","","","",""
"2202513","320040","1111","0.0","1","1","","","","",""
"2202515","320041","1253","8.0","1","1","","","","",""
"2202516","320042","1100","50.5","1","1","","","","",""
"2202545","320045","1405","0.0","1","1","","","","",""
"2202532","320045","1315","0.338","1","1","","","","",""
